_AverageReward,_No_optimal_actions,Steps,ValFuncLoss,[1 0]adv2_,[0 0]adv2_,[2 0]adv2_,[3 0]adv2_,[4 0]adv2_,_mean_act,_mean_adv,_min_adv,_max_adv,_std_adv,_Episode,_time_from_beginning_in_minutes,PolicyLoss,Clipping,Max ratio,Min ratio,Mean ratio,PolicyEntropy,KL,lr
21.941025,50.0,40000,4.768625011842698e-06,-26.184307359077497,-34.203288789310804,-20.188625977713,-31.083973837640198,-40.55355932051766,0.501375687843922,0.02815739390653041,-6.826893508650445,8.560570954510782,0.9999999981682205,36,10.3,-0.5096470275893807,0.05600000000000001,1.0208766,0.98309577,1.0000154,0.3464443,1.0096644e-06,7.000000000000001e-05
26.30515,50.5,40000,7.207311089472512e-06,-25.156657638158816,-32.86641004612836,-19.72037361264,-29.85335302693762,-38.27623317056801,0.5011005502751376,-0.0068165080762877745,-7.133573352433422,6.93721700436742,0.999999998370848,37,10.63,0.13774516759440303,0.052000000000000005,1.0170772,0.98602974,1.000012,0.34643406,8.539629e-07,6.500000000000001e-05
27.2552,51.0,40000,9.823456238500139e-06,-24.760410152746957,-32.71748343580961,-18.793494138589892,-28.19345620222551,-35.04053895402247,0.4984992496248124,-0.006338817946169979,-7.4388635976992035,6.846948059275799,0.9999999984154698,38,10.95,0.1447230437770486,0.048,1.0114182,0.99065274,0.99998456,0.34642726,1.4336907e-06,6e-05
26.221525,50.0,40000,6.965765264114567e-06,-24.091477489220015,-31.48595396204201,-18.739177400334395,-28.14106666173819,-34.42741160530322,0.49842421210605303,0.015074933066318897,-8.352857280893822,7.50151839271129,0.9999999984284512,39,11.31,-0.2903301208280027,0.044,1.0076497,0.99354094,1.0000064,0.34644592,3.033974e-07,5.4999999999999995e-05
25.134475,50.0,40000,7.093877981868485e-06,-23.318401760172936,-30.462898808670314,-18.331151537760228,-28.301738218071772,-33.303225675272245,0.4993496748374187,-0.0031616085504607987,-7.040731786030104,6.337291526887938,0.9999999983487371,40,11.63,0.04430703877005726,0.039999999999999994,1.0119531,0.9831741,1.0000154,0.3464158,1.3605163e-06,4.999999999999999e-05
27.527275,49.5,40000,7.326621442948105e-06,-23.34989493441911,-30.276863058378808,-18.999940081827237,-29.023923562784294,-33.92270661269401,0.4993496748374187,-0.0005973254300596842,-7.212078312203843,7.352967693003064,0.9999999984295022,41,11.96,0.002592674922198057,0.03600000000000001,1.0156555,0.98586094,0.9999962,0.3464667,9.1600845e-07,4.5000000000000016e-05
20.6268,50.0,40000,4.338340787281081e-06,-23.111002178618772,-29.590516323566852,-19.072712815225806,-28.825022385972236,-34.13298463538538,0.5079289644822411,0.026084457014769878,-6.367383446768395,6.421211224074478,0.9999999980623302,42,12.28,-0.5026017185300589,0.03200000000000001,1.0046868,0.9944816,1.0000072,0.3465105,2.2878463e-07,4.000000000000001e-05
29.888775,50.0,40000,6.452811292182377e-06,-22.635176110476618,-28.901337375059647,-19.03353534556618,-28.44030403038161,-34.49974401794391,0.4995247623811906,-0.0029951183148210067,-6.10639415921048,8.87766149968856,0.9999999985323819,43,12.6,0.06921778339892626,0.028000000000000004,1.0088625,0.99241096,1.0000122,0.3465067,4.4214332e-07,3.5000000000000004e-05
29.33445,50.0,40000,8.08504399696437e-06,-22.02990540932509,-28.33429296790323,-18.415957781142314,-28.658644945314848,-34.61507261264239,0.5029014507253626,-0.013551821029225202,-6.637199648913921,7.192430920728378,0.9999999984993104,44,12.92,0.2818822304252535,0.024,1.0059168,0.99490947,0.9999971,0.34647724,1.1831514e-07,3e-05
24.80735,49.5,40000,6.174853611649188e-06,-22.436500763001266,-28.76218991998018,-18.938956962439566,-28.90515685335918,-33.716146941618696,0.5095047523761881,0.01139070798873176,-7.817188915917877,6.952850033745613,0.9999999983257949,45,13.25,-0.2224729722365737,0.019999999999999997,1.0018278,0.9982973,1.0000056,0.3464973,8.881174e-08,2.4999999999999994e-05
22.118425,50.5,40000,8.48133170531083e-06,-21.553579418180295,-27.552507946369076,-18.43831976638297,-27.958449461465193,-33.224649677646035,0.5018009004502251,0.021871317266388274,-8.925771948293562,7.76804344866255,0.9999999981641738,46,13.58,-0.42315163742750883,0.015999999999999993,1.0061684,0.99472475,0.99999315,0.3464451,1.3396304e-07,1.999999999999999e-05
25.165775,50.0,40000,1.4588747820773112e-05,-21.420293853291444,-27.002867144605258,-18.68473849741097,-28.482348418071748,-32.75705819494105,0.5004252126063031,0.0018490842579012509,-7.241031964294306,6.512697453751491,0.9999999983523273,47,13.91,-0.026089132763445377,0.01200000000000001,1.002282,0.9974895,1.0000008,0.34638873,5.8893878e-08,1.5000000000000014e-05
23.478625,50.0,40000,1.0404318279564661e-05,-21.58424847014297,-26.73552825624363,-19.02027519572665,-27.852559433917218,-31.397258040420873,0.5054777388694347,0.008306696025297716,-6.8631341836090565,5.834719279069086,0.999999998270403,48,14.23,-0.16123640118166804,0.01,1.0012761,0.99867857,1.0000012,0.34650278,1.644467e-08,1.25e-05
26.853475,50.0,40000,9.932763581607072e-06,-21.510500306876306,-26.70014277374229,-19.200752087300607,-27.97335216140996,-30.747942783783323,0.5031515757878939,-0.009404380333246547,-6.925345972520414,6.294794695752491,0.9999999984369132,49,14.56,0.18421082850545645,0.01,1.0021193,0.9983571,0.99999774,0.34648016,2.067769e-08,1.25e-05
21.015275,49.0,40000,5.588246420355999e-06,-21.200954698181395,-26.335182294052785,-18.70812987362408,-27.073321557190674,-29.973408147919383,0.5107303651825913,0.02302880165712198,-6.717700618186778,6.3094462036341294,0.9999999981629172,50,14.87,-0.4324478185735643,0.01,1.0022345,0.9975768,0.9999982,0.34651715,3.1575516e-09,1.25e-05
