_AverageReward,_No_optimal_actions,Steps,v1_[1 0],v2_[1 0],v1_[0 0],v2_[0 0],v1_[2 0],v2_[2 0],v1_[3 0],v2_[3 0],v1_[4 0],v2_[4 0],v1_[1 1],v2_[1 1],v1_[2 1],v2_[2 1],v1_[5 0],v2_[5 0],v1_[3 1],v2_[3 1],v1_[0 1],v2_[0 1],u_advavg_diff,n_advavg_diff,ValFuncLoss,_mean_act,_mean_adv,_min_adv,_max_adv,_std_adv,_Episode,_time_from_beginning_in_minutes,PolicyLoss,Clipping,Max ratio,Min ratio,Mean ratio,PolicyEntropy,KL,lr
22.6365,50.0,40000,-0.5773285607283574,-4322.406480772838,-9.407741991657032,-4305.594430130042,1.1570477659280234,-4366.8599568495165,-4.292519806831171,-4440.403055173852,1.438800706578866,-4543.841931432824,6.568407154848725,-4340.966165761422,-2.198379863247859,-4402.535664235918,1.7914230442467294,-4673.3069340723105,-9.065776762823663,-4488.328174604339,-5.558903696021317,-4298.223199940341,4416.23210209637,4362.06714199503,9.916345086240988e-06,0.4831241562078104,-2.7330134412729112,-9.68116595842618,-2.0358994166475273,0.9999999995482689,41,12.19,51.94401741027832,0.03600000000000001,1.0142202,0.99104935,0.9999665,0.34620193,2.7609751e-06,4.5000000000000016e-05
21.366925,50.0,40000,-0.5342513872037002,-4330.206707850163,-9.26550536131927,-4313.544228981461,1.1478907825200642,-4374.332838923951,-4.305169274577481,-4445.780987388493,1.4690781511630115,-4550.958715033103,6.515270800569556,-4352.2366192684185,-2.2999906561054297,-4414.693908894085,1.7289337136069505,-4679.9364664798095,-9.04593981834443,-4503.570511867423,-5.419575869720415,-4310.105240722558,4425.535696649005,4372.773923836352,1.096124996642143e-05,0.487674383719186,-3.0939754584803,-12.595289327678797,-2.359060849340079,0.9999999994731887,42,12.49,58.77920603752136,0.03200000000000001,1.0053726,0.9925029,0.99998194,0.34626213,3.996219e-07,4.000000000000001e-05
29.02965,49.5,40000,-0.45629415450876337,-4329.294148729301,-9.147521197551656,-4308.65217129501,1.068948241596639,-4376.00960450058,-4.368878120802038,-4448.339173372677,1.5431779919153992,-4553.880251281232,6.424709052237887,-4345.03838165425,-2.407450597166624,-4411.952838591809,1.6675797720329555,-4688.261570361925,-8.928109870851847,-4502.328941921092,-5.32550235792321,-4307.272678007376,4425.110041847423,4381.580010050198,1.3359720458992729e-05,0.4896244812240612,-2.0804870810759883,-8.026567283501825,-1.3977095129076742,0.999999999691832,43,12.79,39.532042264938354,0.028000000000000004,1.0018315,0.99840194,0.999996,0.34624353,2.3812149e-08,3.5000000000000004e-05
22.51525,50.0,40000,-0.41866681887055257,-4350.5968517623505,-9.047178258152034,-4327.910479782125,1.0722688274745529,-4400.671422731144,-4.405878804897777,-4475.124052234376,1.5633526059283749,-4578.0446340145145,6.415649517163266,-4369.284698430302,-2.506951048080439,-4437.355246737219,1.655638276226006,-4709.054951259104,-8.91062777689731,-4530.060958890927,-5.192111052027119,-4326.650221806701,4448.497901311664,4392.408713923175,1.4430001019623428e-05,0.49112455622781137,-2.151425546348366,-10.846954827563474,-1.5846613541930408,0.9999999996474149,44,13.1,40.90064191818237,0.024,1.0044963,0.99634755,0.9999882,0.34634966,3.35118e-07,3e-05
32.79665,49.5,40000,-0.4165665267450003,-4340.608978816566,-8.944362927908799,-4321.127114569616,1.0833069752119902,-4390.397110802768,-4.387296019431844,-4463.271495136244,1.527227704296899,-4564.066797063212,6.339663843765001,-4364.886855520199,-2.6140904486422873,-4428.208839078502,1.5805558886863578,-4697.430884773984,-8.892475951329711,-4517.646914010517,-5.093894598933821,-4325.891912565499,4439.371897027608,4399.452685544846,1.551171573982277e-05,0.4862743137156858,-2.141156301008311,-7.360939723662309,-1.326697530961262,0.9999999997007109,45,13.4,40.67698287963867,0.019999999999999997,1.0022461,0.9977709,0.9999875,0.34628737,4.6128906e-07,2.4999999999999994e-05
27.7106,49.5,40000,-0.3169102306488098,-4361.441861062772,-8.865368246251009,-4340.933684781105,1.0366094976080993,-4410.830075731854,-4.468466380696338,-4483.376040336301,1.580484468993126,-4583.477970218475,6.297834495553084,-4372.914844237723,-2.6647258744511633,-4437.831228830726,1.494380830990451,-4720.053425134697,-8.825564285085337,-4528.413719562949,-5.024243557609075,-4332.512540473179,4455.202942108818,4407.638268744983,1.1732676605258913e-05,0.4935246762338117,-2.0547822661905104,-8.710943392200216,-1.3675312959238675,0.9999999996898905,46,13.71,39.041179895401,0.015999999999999993,1.0037465,0.9947751,0.9999873,0.34630832,5.9205644e-07,1.999999999999999e-05
23.692775,50.0,40000,-0.2179688046720118,-4367.218549952086,-8.80448088561782,-4342.834365344663,1.0913122810283633,-4414.495662401995,-4.541434946004908,-4485.189637757839,1.5459958287280489,-4591.810973220098,6.191863146577068,-4381.039998229014,-2.677405506937582,-4448.981868666636,1.507471088206729,-4721.8067059052755,-8.788418453862242,-4537.598855383997,-4.940405145714834,-4340.955975257859,4461.22991207212,4415.138482353087,1.2253731210555527e-05,0.4905495274763738,-2.8938103586952395,-9.903418409662468,-2.1313062825177163,0.9999999995221706,47,14.01,54.97772669792175,0.01200000000000001,1.0019258,0.9985802,0.99999523,0.346261,4.5686935e-08,1.5000000000000014e-05
25.5791,50.0,40000,-0.14074903509241254,-4369.479968052565,-8.730732942288846,-4346.939176412956,1.0361368126307346,-4418.383702395986,-4.525048561641554,-4495.945299539894,1.5028497017459628,-4600.991638946274,6.082883660805392,-4387.765396895055,-2.680420035338998,-4455.734207764677,1.5573934196133556,-4732.822793051622,-8.86535417504128,-4549.59227870445,-4.834072013960717,-4343.249658559555,4468.130700715447,4422.523011298523,1.2158195316175029e-05,0.4869493474673734,-2.418846878898659,-8.067788625575579,-1.7130560720500787,0.9999999996170348,48,14.32,45.99038076400757,0.01,1.0005525,0.99955744,0.9999985,0.34627548,1.1616105e-08,1.25e-05
22.01825,49.5,40000,-0.054384172216695906,-4383.760629056393,-8.659724741396694,-4362.23406277554,0.966069473347813,-4432.945902112106,-4.451397670585746,-4500.288603854978,1.4293833688073192,-4603.274261833966,6.0561115441568365,-4402.6686786443,-2.628885153733074,-4470.746390342977,1.587698454760599,-4738.706020471319,-8.905793545380817,-4560.257814084519,-4.778820055982831,-4357.7861414981835,4479.322876217606,4430.421314936103,9.102281061307903e-06,0.4873743687184359,-2.993188353461677,-10.106249370089175,-2.271335350380496,0.9999999994941025,49,14.63,56.863786935806274,0.01,1.0013475,0.99827206,0.99999326,0.34632802,5.7570865e-08,1.25e-05
20.9617,49.5,40000,0.023817371409164883,-4391.433351246819,-8.586784349353948,-4372.731514235257,0.937654614595659,-4440.921383764528,-4.522600453397516,-4515.465106575269,1.4323180487187757,-4619.8316929546845,5.97494428444073,-4406.158377632636,-2.6239305291924744,-4474.248240631863,1.5203299436189541,-4748.373652951089,-8.891463141094807,-4568.128156704565,-4.659301369270942,-4368.775268007199,4488.667172912438,4438.506013240627,8.199343667875063e-06,0.48912445622281114,-3.0814906552749544,-10.980483097856604,-2.3825937361867604,0.9999999994723232,50,14.93,58.53946495056152,0.01,1.0008332,0.9989144,0.99999833,0.34632298,3.9312065e-09,1.25e-05
